Produto,Marca,Modelo,Categoria
KIT ANEL FIXACAO INPRO/SEAL IEEE ROL 319 13765767,WEG PARTES MOTOR, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
SERVOMOTOR 3000RPM 28NM IP64 1FT70865AF701CB0,SIEMENS DRIVES,1FT70865AF701CB0,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
CHAVE NIVEL ELETROMEC 250MM 220VCA CN1328/B - COEL 13028010,COEL,13028010,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
KIT TAMPA PORTA TRILHO OURO BOX 05 MOD PORTA OPACA SKIT5POW,STECK, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
CARTAO OPCIONAL P/ TPW04-2D2TBD 13001090,WEG DRIVES,TPW042D2TBD,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
"SERVOMOTOR 3000RPM 1,15NM IP64 1FK70322AK711QH0",SIEMENS DRIVES,1FK70322AK711QH0,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
SINALIZADOR LUMINOSO QUADRO S 230V AC AMAR 21042103000,PFANNEMBERG, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
TEMPORIZADOR PROG 24VCC 1S EGZAN AP 1S,CONEXEL,EGZAN AP 1S,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
"RACK ABERTO  32U 550MM 1,5M 400MM 19"" CZ 905782CZ",CEMAR, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
FUSIVEL ONE TIME NON-200,BUSSMANN,FUSIVEL ONE TIME NON-200,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
SERVOMOTOR CA 22NM/2000RPM ENCA 1FK70854CC711RA0,SIEMENS DRIVES, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
"CONTATOR TRIPOLAR 95A - AC3, 42V/50-60HZ 239485 239485",EATON, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
COMUTADOR CH YALE 2POS  PT 22MM 60G YPCP260DRTESEG08,ACE SCHMERSAL,YPCP260DRTESEG08,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
"Arruela 3/8"" 56135/001 ELETRIK 56135001 TRAMONTINA ELETRIK",TRAMONTINA ELETRIK,56135/001,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
JOELHO 90 SOLD 20MM CB 22150219,TIGRE, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
BASE P/LIGACAO POR SOLDA P/RELE SERIE 55.34 9434SMA,FINDER, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
CAIXA BOTOEIRA ABS 80X230X85 CZ A2/VD/VM/EM BSP3/4 14403243,ACE SCHMERSAL, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
TOMADA SOB FEMEA 2P+T 16A 220-240V AZ C/BLOQ MEC IP67 SS300 STECK SS3006B,STECK,SS3006B,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
"CONEC. FEM S/ ROSCA ZN  DUTOTECFLEX  1"" QTF3064",DUTOTEC, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
"Condulete Fixo 3/4"" X com Rosca 56109/302 TRAMONTINA ELETRIK 56109302 TRAMONTINA ELETRIK",TRAMONTINA ELETRIK,56109/302,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
BATENTE DE SEGURANCA SE-AL-12-2250MM AL 125405,ACE SCHMERSAL, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
COMUTADOR KNOB CT 2P PT 30MM 2NA SP A3 60/01+E120 12209101,ACE SCHMERSAL,SP A3 60/01+E120 12209101,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
"CONDULETE PES AL PARAF INOX TIPO T 2 1/2"" ROSCA BSP ER15T7B",NAVILLE, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
"CHAVE PART REVERSA 24VCA/VCC 2,9W 3-12A 3RA62501DB32 SIEMENS",SIEMENS,3RA62501DB32,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
CHAVE SEL MET ILUM KNOB CURT 2POS FIX 90G AM 24V 1NA,METALTEX, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
"ADAPTADOR ROSCA PG29 BSP 1"" P/TOM IND S0151 STECK",STECK,S0151,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
"FOTOMICROSENSOR,L-ON/D-ON,NPN,SLOT 5MM EE-SX674",OMRON, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
CURVA V90 INT 25 - 45 AZ R60 ITA R DT3806862,DUTOTEC, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
CAIXA RED. APT IP65 AL. F. 96X52 E 1/2 BSP ER10P1EB,NAVILLE, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
DISJ 3P 1000A 66KA 3WL1110-3BB64-4AN2-Z 3WL11103BB644AN2Z,SIEMENS, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
"RELE ELETROMECANICO IMPULSOSAIDA DPDT,5A MM4XP DC48",OMRON, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
LUMINARIA POSTE LED 200W 23340LM 120-277V BSP EYLR6820060PS,NAVILLE, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
S8 SUPORTE 8PQ9137-8AA34,SIEMENS, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
TOMADA EMB FEMEA 3P+T 200A 600-690V PT IP67 S4845MT STECK,STECK,S4845MT,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
CHAVE SECC P125/EA/SV9BSW/HI11/HI11ZFS72 70030263 70030263,EATON, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
S8 DIVISORIA 8PQ9152-4AA77,SIEMENS, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
Cadeado de Latão 30mm com Chave Preto SM LT-30 PADO 51016396 PADO,PADO,SM LT-30 COLOR,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
CAPA PROT ZS 522/03 P/BS2 12024703,ACE SCHMERSAL,12024703,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
ACESSORIO 3AE1 - MANIVELA DE ACIONAMENTO,SIEMENS MEDIA TENSAO, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
TERMINAL JACK MALE 8-32 (BLACK) 73088-0,FLUKE, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
PORTA QUADRO DISTRIBUICAO QDW02P-18 F 13293414,WEG CONTROLS, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
COMUTADOR KNOB CT 3POS VM 22MM 45G CLAA245R03,ACE SCHMERSAL,CLAA245R03,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
DO-IT-YOURSELF 2MM STACKABLE SAFETY S 72925-2,FLUKE, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
CABO FIBRA OPTICA DIFUSO M6X90MM 2M. E32-DC200D,OMRON, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
KIT ROTOR COMPLETO 132 10802859,WEG PARTES MOTOR, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
ACOPLAMENTO FRONT RJ45 CAT6 PT IEFCMRJ45C WEIDMULLER CONEXEL,WEIDMULLER CONEXEL,IEFCMRJ45C,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
CABO POT MOT-CON 800PLUS 15M 6FX80081BA501BF0,SIEMENS DRIVES,6FX80081BA501BF0,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
AMP BM LIG DIR 90O 96X96 25A 2CNM512221R0025,ABB ELETRIFICACAO, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
TRANSFORMADOR 1F E200-500V S115/230V 3500VA 350TMC4676,MINUZZI,350TMC4676,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
PORTA EQP 2 BL DE RJ45 PANDUIT BRANCO DT6674500,DUTOTEC, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
MODULO EXPANSAO 32 CJ1W-MD261,OMRON, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
BOBINA DISJ ABERTURA 110-415VCA ZBHASA230,EATON,ZBHASA230,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
PLACA SEPARACAO TERMOP TW SS/32,CONEXEL,TW SS/32,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
DISJUNTOR CX MOLD 40A 100KA NZMH24A40 ,EATON,NZMH24A40,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
RELE POT P/PCI 4 REV 24 VDC 564490240000,FINDER, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
E2E-X2D1-M1G SENSOR 24VDC NPN M8X1,OMRON, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
BARRAMENTO ELET PINO 2F ISOL 110A P/16DISJ  BRF2,PIAL,BRF2,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
AMP BM LIG DIR 90O 72X72 40A 2CNM512211R0040,ABB ELETRIFICACAO, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Outros materiais elétricos"
Resistência para Aquecedor Versátil 110V 5.500W 755-E LORENZETTI 7589055 LORENZETTI,LORENZETTI,755E,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Resistência elétrica"
BOTAO ILUM DUP MET VD/VM 22MM 120V LED 1NA+1NF - SCHNEIDER XB4BW73731G5,SCHNEIDER,XB4BW73731G5,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Tomadas e interruptores"
TE 90GR pvc MR SOLD 60MM 22200607 TIGRE,TIGRE,22200607,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS ELÉTRICOS E ELETRÔNICOS > Tubos e eletrodutos"
"Furadeira Reversível Pneumática 1/2"" 700 rpm G3188/BR GAMMA G3188/BR GAMMA",GAMMA,G3188/BR,"MRO: MATERIAL, REPARO E OPERAÇÃO > MATERIAIS HIDRÁULICOS, PNEUMÁTICOS, FILTROS E VÁLVULAS > Outros materiais hidráulicos ou pneumáticos"
CORREIAS-PHG SPC11200 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Correias e componentes"
CORREIAS-PHG 3V800X5 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Correias e componentes"
CORREIAS-PHG S8M-880-50 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Correias e componentes"
ANEL INTERNO-IR 17X22X16 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Correias e componentes"
CORREIAS-PHG 380-XL-102 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Correias e componentes"
CORREIAS-PHG 5V2120X3 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Correias e componentes"
CORREIAS-PHG 3150-14M-170 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Correias e componentes"
ANEL INTERNO-IR 17X20X20.5 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Correias e componentes"
ANEL INTERNO-IR 50X58X40 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Correias e componentes"
CORREIAS-PHG SPA670 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Correias e componentes"
CORREIAS-PHG C112 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Correias e componentes"
CORREIAS-PHG B63X4 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Correias e componentes"
CORREIAS-PHG 440-8M-50 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Correias e componentes"
CORREIAS-PHG SPA3182 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Correias e componentes"
CORREIAS-PHG 5VX1800EP SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Correias e componentes"
MANCAL COM ROLAMENTO-SYJ 60 KF SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Mancal"
MANCAL - SNL 524-620 V SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Mancal"
MANCAL COM ROLAMENTO-FYJ 55 TF SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Mancal"
RETENTOR-19993 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Retentores"
RETENTOR-110X130X12 HMSA10 RG SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Retentores"
RETENTOR-23654 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Retentores"
RETENTOR-32X47X7 HMS5 V SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Retentores"
RETENTOR-88X110X12 HMS4 R SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Retentores"
RETENTOR-36X62X7 HMSA10 RG SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Retentores"
RETENTOR-30X55X7 HMSA10 V SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Retentores"
RETENTOR-8X18X7 HMSA10 RG SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Retentores"
ROLAMENTO AUTOCOMPENSADOR DE ROLOS-231/500 CA/W33 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Rolamentos"
ROLAMENTO DE ROLOS CILINDRICOS-NU 2240 ECML/C3 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Rolamentos"
ROLAMENTO DE AGULHA-K 18X24X12 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Rolamentos"
ROLAMENTO DE PRECISÃO-7030 CD/P4ADBB SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Rolamentos"
ROLAMENTO DE PRECISÃO-7011 CEGA/HCP4A SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Rolamentos"
ROLAMENTO RIGIDO DE ESFERAS-E2.6207-2Z/C3 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Rolamentos"
ROLAMENTO RIGIDO DE ESFERAS-624 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Rolamentos"
ROLAMENTO DE ROLOS CILINDRICOS-NU 1020 ML SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Rolamentos"
ROLAMENTO DE CONTATO ANGULAR-7048 BGM SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Rolamentos"
ROLAMENTO DE PRECISÃO-7213 ACD/P4ADGA SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Rolamentos"
ROLAMENTO DE ROLOS CILINDRICOS-N 313 ECM SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Rolamentos"
ROLAMENTO DE CONTATO ANGULAR-3203 ATN9/C3 SKF,SKF, ,"MRO: MATERIAL, REPARO E OPERAÇÃO > PARTES MECÂNICAS, ROLAMENTOS E CORREIAS > Rolamentos"